eyes/adela.jpg,37.3,39.12,10.25,1,1,1,1,1,1,1,1,1
 hough,-0.45,-2.20
 hough,-0.45,-2.20
 correlation,1.26,0.45
 correlation,-19.02,-31.79
 correlation,42.98,6.25
 bitmap,-1.09,-13.28
 bitmap,25.30,-32.64
 bitmap,25.10,-17.46
 limbus,0.38,17.09
 limbus,0.45,3.25
 limbus,24.27,15.49
 radial,1.86,-2.42
 radial,1.86,-2.42
 radial,1.86,-2.42
 hough>limbus,-0.66,-0.65
 hough>limbus,-0.66,-0.65
 hough>limbus,-0.66,-0.65
 hough|correlation|radial>limbus,-15.92,-10.25
 hough|correlation|radial>limbus,-7.23,-16.63
 hough|correlation|radial>limbus,-0.32,-1.26
eyes/japonce.jpg,51.57,52.4,11.44,1,1,1,1,1,1,1,1,1
 hough,-0.21,-0.82
 hough,-0.21,-0.82
 hough,-0.21,-0.80
 correlation,-0.90,0.08
 correlation,-0.90,1.08
 correlation,-0.90,1.08
 bitmap,-4.62,-6.44
 bitmap,-3.15,-2.64
 bitmap,-4.53,-2.47
 limbus,6.47,-8.41
 limbus,-4.80,-5.91
 limbus,0.28,7.36
 radial,-0.57,0.88
 radial,-0.57,0.88
 radial,-0.39,1.37
 hough>limbus,-0.12,1.11
 hough>limbus,-0.12,1.11
 hough>limbus,-0.12,1.11
 hough|correlation|radial>limbus,-0.17,1.13
 hough|correlation|radial>limbus,-0.17,1.09
 hough|correlation|radial>limbus,-0.17,1.14
eyes/jitka.jpg,54.72,55.32,14.47,3,1,1,1,1,2,1,1,1
 hough,0.52,-0.37
 hough,0.52,-0.37
 hough,0.52,-0.37
 correlation,28.28,-5.07
 correlation,28.28,-6.07
 correlation,-0.88,-2.91
 bitmap,-8.61,3.19
 bitmap,-7.69,-7.03
 bitmap,-17.69,5.32
 limbus,-21.06,-17.81
 limbus,15.57,18.72
 limbus,4.80,-12.97
 radial,-4.79,14.62
 radial,11.15,-1.44
 radial,11.15,-1.44
 hough>limbus,-0.40,0.02
 hough>limbus,-0.37,-0.00
 hough>limbus,-0.40,0.02
 hough|correlation|radial>limbus,-7.42,-7.35
 hough|correlation|radial>limbus,-19.72,8.71
 hough|correlation|radial>limbus,20.12,-3.33
eyes/kaori.jpg,85.9,108.89,23.51,1,1,1,1,1,2,1,1,1
 hough,12.17,5.10
 hough,-16.13,28.80
 hough,12.17,5.10
 correlation,0.07,2.31
 correlation,-0.93,3.31
 correlation,-0.93,2.31
 bitmap,-7.48,-4.27
 bitmap,-7.03,-5.60
 bitmap,-11.15,1.79
 limbus,3.14,-2.55
 limbus,4.34,7.50
 limbus,-5.27,-25.84
 radial,29.17,-0.86
 radial,4.10,23.83
 radial,4.90,-23.08
 hough>limbus,11.47,4.78
 hough>limbus,11.47,4.78
 hough>limbus,11.47,4.78
 hough|correlation|radial>limbus,0.05,-10.66
 hough|correlation|radial>limbus,-2.45,1.74
 hough|correlation|radial>limbus,-0.45,-10.41
eyes/katka_sr.jpg,115.95,123.68,28.42,2,1,1,1,1,1,1,1,1
 hough,-7.15,0.33
 hough,-7.15,0.33
 hough,-7.15,0.33
 correlation,9.82,26.19
 correlation,9.82,26.19
 correlation,7.05,18.32
 bitmap,-0.91,14.54
 bitmap,-10.35,-11.06
 bitmap,-7.59,-8.30
 limbus,3.71,-26.18
 limbus,17.02,-3.99
 limbus,24.24,11.18
 radial,-7.76,-13.36
 radial,-6.95,-11.68
 radial,36.34,-20.95
 hough>limbus,-75.15,21.12
 hough>limbus,-16.88,-43.89
 hough>limbus,-5.90,-0.89
 hough|correlation|radial>limbus,2.16,9.61
 hough|correlation|radial>limbus,1.39,8.06
 hough|correlation|radial>limbus,22.20,1.89
eyes/katka_sz.jpg,73.54,62.07,17.34,2,1,3,1,1,1,1,1,1
 hough,0.04,-1.47
 hough,0.04,-1.47
 hough,0.04,-1.47
 correlation,0.03,-8.65
 correlation,0.03,-8.65
 correlation,0.03,-8.65
 bitmap,-11.13,9.52
 bitmap,3.99,16.51
 bitmap,-9.53,11.77
 limbus,2.70,-11.19
 limbus,18.26,-14.67
 limbus,-1.37,-0.79
 radial,0.41,-0.18
 radial,0.41,-0.18
 radial,0.41,-0.18
 hough>limbus,-0.10,-0.93
 hough>limbus,-0.14,-0.91
 hough>limbus,-0.10,-0.93
 hough|correlation|radial>limbus,1.69,-2.81
 hough|correlation|radial>limbus,2.16,-3.60
 hough|correlation|radial>limbus,0.70,-8.31
eyes/kuba_no.jpg,74.87,53.26,14.53,2,1,1,1,1,1,1,1,1
 hough,-0.09,1.71
 hough,-0.20,1.85
 hough,-0.09,1.71
 correlation,0.88,1.63
 correlation,0.88,1.63
 correlation,0.88,2.63
 bitmap,-16.09,-10.31
 bitmap,-2.82,-4.97
 bitmap,-16.45,-18.66
 limbus,-3.91,-10.71
 limbus,7.01,-0.56
 limbus,6.18,2.31
 radial,-1.53,2.74
 radial,-1.53,2.74
 radial,-1.53,2.74
 hough>limbus,-0.75,0.97
 hough>limbus,-0.70,1.01
 hough>limbus,-0.75,0.97
 hough|correlation|radial>limbus,-0.74,1.01
 hough|correlation|radial>limbus,-0.69,1.31
 hough|correlation|radial>limbus,-0.69,1.02
eyes/lena.jpg,29.89,31.12,8.06,1,1,2,1,1,2,1,1,1
 hough,-0.73,-1.00
 hough,-0.73,-1.00
 hough,-0.72,-0.98
 correlation,-1.02,-0.89
 correlation,-3.02,-0.89
 correlation,-1.02,-0.89
 bitmap,-2.77,-3.36
 bitmap,-2.82,-1.78
 bitmap,-2.40,-2.01
 limbus,19.93,-0.45
 limbus,-2.25,4.68
 limbus,-4.93,-2.39
 radial,-0.78,-0.16
 radial,-0.89,-0.24
 radial,-0.78,-0.16
 hough>limbus,-0.53,-0.44
 hough>limbus,-0.53,-0.44
 hough>limbus,-0.53,-0.44
 hough|correlation|radial>limbus,-0.59,-0.44
 hough|correlation|radial>limbus,-0.58,-0.44
 hough|correlation|radial>limbus,-0.59,-0.44
eyes/maja.jpg,24.74,22.91,5.49,2,1,1,1,1,1,1,1,1
 hough,-13.39,-0.15
 hough,-13.39,-0.15
 hough,-13.39,-0.12
 correlation,-0.42,1.01
 correlation,-0.42,0.01
 correlation,-0.42,0.01
 bitmap,-0.92,-0.95
 bitmap,-0.09,-3.54
 bitmap,-2.35,-2.10
 limbus,9.26,0.26
 limbus,-5.99,1.09
 limbus,-6.44,0.74
 radial,-0.74,-0.91
 radial,-1.00,0.88
 radial,-0.67,1.02
 hough>limbus,-0.42,-0.09
 hough>limbus,-15.19,0.53
 hough>limbus,4.26,1.29
 hough|correlation|radial>limbus,-0.37,-0.47
 hough|correlation|radial>limbus,-5.18,-0.01
 hough|correlation|radial>limbus,-0.41,-0.39
eyes/marie_pa.jpg,80.03,77.48,19.71,2,1,1,1,1,2,1,1,1
 hough,2.04,-4.49
 hough,-6.15,-15.79
 hough,-6.15,-15.79
 correlation,3.48,-3.81
 correlation,3.48,-4.81
 correlation,4.48,-5.81
 bitmap,9.32,-31.44
 bitmap,-12.64,-18.98
 bitmap,9.22,2.31
 limbus,11.52,4.94
 limbus,-11.17,10.29
 limbus,4.30,-4.97
 radial,0.78,-0.64
 radial,-7.14,-14.95
 radial,-8.03,-12.48
 hough>limbus,-6.21,-15.48
 hough>limbus,-6.21,-15.48
 hough>limbus,-6.21,-15.48
 hough|correlation|radial>limbus,-0.56,-8.53
 hough|correlation|radial>limbus,-9.23,-1.96
 hough|correlation|radial>limbus,-0.41,-8.02
eyes/marketa.jpg,83.34,63.79,13.87,2,1,1,1,1,1,1,1,1
 hough,-22.93,-14.72
 hough,-3.34,0.21
 hough,-1.93,-1.28
 correlation,14.73,-2.67
 correlation,15.73,-2.67
 correlation,2.01,-1.24
 bitmap,-11.01,-0.88
 bitmap,-19.99,8.20
 bitmap,-4.88,-13.71
 limbus,-3.01,-10.63
 limbus,19.40,-9.99
 limbus,0.71,-14.90
 radial,0.36,6.12
 radial,0.31,6.13
 radial,0.36,6.12
 hough>limbus,-1.46,-1.46
 hough>limbus,-1.44,-1.46
 hough>limbus,-1.45,-1.42
 hough|correlation|radial>limbus,15.41,-3.24
 hough|correlation|radial>limbus,7.23,-1.94
 hough|correlation|radial>limbus,8.41,-0.21
eyes/misa_ma.jpg,52.68,40.9,9.96,2,1,1,1,1,1,1,1,1
 hough,7.69,5.97
 hough,7.69,5.97
 hough,7.69,5.97
 correlation,-1.07,0.76
 correlation,-1.07,1.76
 correlation,-1.07,1.76
 bitmap,-4.58,-3.46
 bitmap,-18.73,4.29
 bitmap,-5.35,0.24
 limbus,-21.19,-4.41
 limbus,-5.53,6.41
 limbus,2.92,9.29
 radial,7.28,5.69
 radial,-0.55,-3.90
 radial,0.38,-4.48
 hough>limbus,6.66,6.08
 hough>limbus,6.66,6.08
 hough>limbus,6.66,6.08
 hough|correlation|radial>limbus,-5.99,-1.59
 hough|correlation|radial>limbus,-5.97,-1.61
 hough|correlation|radial>limbus,-6.73,-0.10
eyes/petr_dl.jpg,76.76,57.44,14.02,3,1,1,1,1,1,1,1,1
 hough,-0.76,-1.82
 hough,-0.76,-1.82
 hough,-0.76,-1.82
 correlation,3.91,4.32
 correlation,3.91,3.32
 correlation,3.91,3.32
 bitmap,-18.59,-10.80
 bitmap,-18.31,-8.71
 bitmap,-10.07,5.44
 limbus,3.08,18.56
 limbus,7.39,-14.80
 limbus,4.79,-10.72
 radial,1.28,5.70
 radial,-0.29,5.15
 radial,1.28,5.70
 hough>limbus,0.32,-1.41
 hough>limbus,-0.35,-0.80
 hough>limbus,-0.35,-0.80
 hough|correlation|radial>limbus,-0.23,0.31
 hough|correlation|radial>limbus,0.66,4.74
 hough|correlation|radial>limbus,0.25,4.62
eyes/petra_gi.jpg,149.18,133.48,33.61,2,1,1,1,1,2,1,1,1
 hough,-16.57,-7.34
 hough,-16.57,-7.34
 hough,-16.57,-7.34
 correlation,1.75,1.68
 correlation,0.75,1.68
 correlation,0.75,1.68
 bitmap,-10.12,-9.65
 bitmap,10.23,-12.38
 bitmap,13.12,27.22
 limbus,1.97,7.67
 limbus,9.38,-21.05
 limbus,-0.57,-1.54
 radial,18.76,0.30
 radial,-17.11,41.23
 radial,18.76,0.30
 hough>limbus,-15.99,-6.59
 hough>limbus,-16.00,-6.59
 hough>limbus,-16.00,-6.59
 hough|correlation|radial>limbus,8.69,0.47
 hough|correlation|radial>limbus,8.75,0.46
 hough|correlation|radial>limbus,8.69,0.47
eyes/petra_va.jpg,36.03,36.5,9.46,1,1,1,1,1,2,1,1,1
 hough,-10.03,4.37
 hough,-10.03,4.37
 hough,9.04,-2.41
 correlation,-0.36,-1.56
 correlation,-0.36,-0.56
 correlation,-0.36,-0.56
 bitmap,-4.92,-3.13
 bitmap,-9.27,-18.10
 bitmap,-3.14,-3.21
 limbus,-20.27,6.84
 limbus,-22.52,-5.36
 limbus,5.50,1.20
 radial,8.91,-1.39
 radial,-9.08,-6.56
 radial,8.91,-1.39
 hough>limbus,-8.01,-1.17
 hough>limbus,8.75,-3.27
 hough>limbus,-9.88,4.33
 hough|correlation|radial>limbus,5.39,0.96
 hough|correlation|radial>limbus,-2.11,4.31
 hough|correlation|radial>limbus,-5.05,-5.50
eyes/tereza.jpg,34.95,26.65,8.13,1,1,1,1,1,1,1,1,1
 hough,10.23,3.87
 hough,10.26,3.86
 hough,-0.38,4.48
 correlation,-5.95,-0.54
 correlation,-17.95,0.35
 correlation,-5.95,0.39
 bitmap,-8.33,-1.49
 bitmap,-3.94,-15.66
 bitmap,-9.65,-1.98
 limbus,-0.37,-5.29
 limbus,-1.25,-4.95
 limbus,-4.68,9.09
 radial,-1.95,-4.16
 radial,7.77,6.44
 radial,1.97,5.47
 hough>limbus,-0.15,4.86
 hough>limbus,-0.20,4.84
 hough>limbus,-0.15,4.86
 hough|correlation|radial>limbus,-8.23,-0.47
 hough|correlation|radial>limbus,-7.78,-0.47
 hough|correlation|radial>limbus,-6.96,-6.32
eyes/tereza_ba.jpg,141.13,140.61,37.86,2,1,1,1,1,2,1,1,1
 hough,-18.13,-22.14
 hough,-18.13,-22.00
 hough,-18.13,-22.14
 correlation,-27.13,-4.61
 correlation,-36.42,-1.34
 correlation,-35.42,-3.34
 bitmap,26.65,28.99
 bitmap,42.38,4.15
 bitmap,10.85,2.08
 limbus,-16.05,14.63
 limbus,17.37,34.88
 limbus,15.71,-15.89
 radial,12.77,17.06
 radial,-4.16,-33.85
 radial,-4.16,-33.85
 hough>limbus,-16.93,-22.97
 hough>limbus,-16.94,-22.90
 hough>limbus,-17.25,-22.76
 hough|correlation|radial>limbus,-25.73,-17.56
 hough|correlation|radial>limbus,-18.15,-15.12
 hough|correlation|radial>limbus,-32.81,-8.27
eyes/terka.jpg,50.43,43.88,11.7,2,1,1,1,1,1,1,1,1
 hough,-0.86,-1.84
 hough,-0.86,-1.84
 hough,-0.86,-1.84
 correlation,1.23,-1.55
 correlation,1.23,-1.55
 correlation,2.23,-3.55
 bitmap,-1.46,-3.89
 bitmap,-1.02,-5.90
 bitmap,-2.06,-3.56
 limbus,-1.80,-1.44
 limbus,13.26,19.57
 limbus,7.23,3.62
 radial,-0.36,-1.42
 radial,-0.36,-1.42
 radial,-0.36,-1.42
 hough>limbus,-0.52,-0.46
 hough>limbus,-0.45,-0.68
 hough>limbus,-0.52,-0.46
 hough|correlation|radial>limbus,-0.26,-0.73
 hough|correlation|radial>limbus,-0.26,-0.73
 hough|correlation|radial>limbus,-0.53,-0.47
eyes/tom_sy.jpg,196.05,146.43,33.57,1,1,1,1,1,1,1,1,1
 hough,-2.77,1.38
 hough,-3.05,0.87
 hough,-2.77,1.38
 correlation,1.69,3.92
 correlation,2.69,3.92
 correlation,1.69,4.92
 bitmap,-11.30,-7.99
 bitmap,13.98,-14.51
 bitmap,23.86,-10.47
 limbus,30.71,4.05
 limbus,-17.21,-7.43
 limbus,-7.88,-23.86
 radial,-2.97,2.27
 radial,-2.97,2.27
 radial,7.95,-3.43
 hough>limbus,-2.29,2.18
 hough>limbus,-2.29,2.18
 hough>limbus,-2.33,2.15
 hough|correlation|radial>limbus,-1.15,3.56
 hough|correlation|radial>limbus,-1.15,3.56
 hough|correlation|radial>limbus,-1.29,3.35
eyes/tyna_hl.jpg,146.6,133.72,33.78,1,1,1,1,1,1,1,1,1
 hough,3.40,4.28
 hough,3.40,4.28
 hough,3.40,4.28
 correlation,3.38,4.46
 correlation,2.38,4.46
 correlation,2.38,4.46
 bitmap,-8.91,-8.03
 bitmap,-7.01,-6.55
 bitmap,-36.72,33.65
 limbus,29.64,-41.43
 limbus,24.52,-11.59
 limbus,-3.52,-7.72
 radial,-0.60,2.88
 radial,-27.71,15.10
 radial,-0.60,2.88
 hough>limbus,1.89,3.08
 hough>limbus,1.89,3.08
 hough>limbus,1.89,3.08
 hough|correlation|radial>limbus,4.89,1.08
 hough|correlation|radial>limbus,1.03,2.17
 hough|correlation|radial>limbus,-10.23,10.42
eyes/veru_kr.jpg,138.15,119.67,29.58,2,1,2,1,1,1,1,1,1
 hough,0.48,10.11
 hough,0.48,10.09
 hough,0.48,10.09
 correlation,-0.41,2.95
 correlation,-0.41,1.95
 correlation,0.59,1.95
 bitmap,-8.89,-8.71
 bitmap,9.72,-6.24
 bitmap,-9.48,-9.25
 limbus,28.73,2.12
 limbus,14.18,-16.20
 limbus,-0.97,-1.44
 radial,-9.72,9.79
 radial,-9.72,9.79
 radial,-9.72,9.79
 hough>limbus,1.18,9.23
 hough>limbus,1.20,9.23
 hough>limbus,1.20,9.23
 hough|correlation|radial>limbus,-4.66,3.93
 hough|correlation|radial>limbus,-4.74,4.49
 hough|correlation|radial>limbus,18.70,1.93
eyes/vinzenz.jpg,47.94,40.25,8.77,1,1,1,1,1,1,1,1,1
 hough,0.97,-3.62
 hough,1.01,-3.83
 hough,1.01,-3.83
 correlation,-0.81,-0.01
 correlation,-0.81,-0.01
 correlation,-0.81,-0.01
 bitmap,-3.04,-2.93
 bitmap,-2.82,-2.22
 bitmap,-2.59,-4.10
 limbus,3.06,-2.56
 limbus,-5.43,-3.26
 limbus,-0.12,-2.41
 radial,-0.72,-0.67
 radial,-0.72,-0.67
 radial,-0.72,-0.67
 hough>limbus,-0.03,-2.34
 hough>limbus,-0.03,-2.34
 hough>limbus,0.05,-2.43
 hough|correlation|radial>limbus,-0.27,-1.64
 hough|correlation|radial>limbus,-0.13,-2.28
 hough|correlation|radial>limbus,-0.23,-1.96
eyes/zuzana_ha.jpg,126.01,121.27,24.08,1,1,1,1,1,2,1,1,1
 hough,-1.81,-5.16
 hough,-1.81,-5.16
 hough,-1.81,-5.16
 correlation,11.05,0.91
 correlation,29.30,29.28
 correlation,19.99,13.73
 bitmap,-4.09,-8.62
 bitmap,-42.08,14.30
 bitmap,-7.02,-3.94
 limbus,35.08,24.69
 limbus,-11.28,28.98
 limbus,-15.97,-16.85
 radial,-29.89,19.52
 radial,-15.07,-12.16
 radial,-15.07,-12.16
 hough>limbus,-2.15,-4.15
 hough>limbus,-2.15,-4.14
 hough>limbus,-2.15,-4.12
 hough|correlation|radial>limbus,-2.15,-4.02
 hough|correlation|radial>limbus,14.78,5.68
 hough|correlation|radial>limbus,15.55,8.33
eyes/zuzka.jpg,38.5,39.42,9.58,2,1,1,1,1,1,1,1,1
 hough,-9.37,1.65
 hough,-8.90,1.49
 hough,-9.36,1.59
 correlation,11.50,-2.51
 correlation,13.04,-2.10
 correlation,12.04,-2.10
 bitmap,-11.44,-1.80
 bitmap,-10.85,0.09
 bitmap,-2.92,-1.85
 limbus,8.40,7.73
 limbus,-3.86,16.86
 limbus,-5.52,-3.52
 radial,-6.75,-6.01
 radial,0.31,-1.21
 radial,9.58,-1.55
 hough>limbus,-8.42,1.59
 hough>limbus,20.86,-8.01
 hough>limbus,-9.71,2.04
 hough|correlation|radial>limbus,9.11,-1.20
 hough|correlation|radial>limbus,5.89,-1.11
 hough|correlation|radial>limbus,12.48,-0.77
instagram/000.jpg,61.74,34.75,13.55,1,1,1,1,1,3,1,1,1
 hough,-0.76,0.11
 hough,-0.76,0.11
 hough,-0.76,0.11
 correlation,0.12,-9.91
 correlation,-0.88,1.09
 correlation,0.12,-9.91
 bitmap,-3.86,-2.92
 bitmap,-4.63,4.15
 bitmap,17.12,4.68
 limbus,-0.20,6.77
 limbus,-1.40,-11.20
 limbus,-9.22,17.43
 radial,-1.26,-1.41
 radial,-1.42,-1.45
 radial,-1.42,-1.45
 hough>limbus,-0.82,-0.08
 hough>limbus,-0.82,-0.08
 hough>limbus,-0.84,-0.08
 hough|correlation|radial>limbus,1.27,-2.68
 hough|correlation|radial>limbus,-0.77,0.01
 hough|correlation|radial>limbus,-1.12,-4.49
instagram/000.jpg,192.32,91.66,13.91,1,1,1,1,1,2,1,1,1
 hough,-0.59,-0.80
 hough,-0.59,-0.80
 hough,-0.59,-0.80
 correlation,-1.04,1.59
 correlation,-1.04,1.59
 correlation,-0.04,1.59
 bitmap,10.72,-7.61
 bitmap,-15.19,-16.95
 bitmap,-25.92,-0.72
 limbus,0.16,-4.77
 limbus,14.88,8.78
 limbus,16.68,-1.56
 radial,-1.81,1.44
 radial,-1.81,1.44
 radial,0.68,1.18
 hough>limbus,-0.65,-0.29
 hough>limbus,-0.66,-0.30
 hough>limbus,-0.66,-0.30
